 Sleep Duration ,Social Media Usage (hrs),Screen.Time(hrs),Exercise Time (hrs),Age
4.120922455400096,8.247240713084175,9.998680974916214,0.7872710405548842,19
3.99873628869421,11.704285838459498,10.986987090050375,0.9468713187500428,21
3.52846173750858,10.39196365086843,10.250667122625332,-1.0,18
4.821800010304464,9.59195090518222,8.333210332447186,0.6800087721197843,25
4.429872481525887,6.936111842654619,8.742320947134221,1.7392993696243426,15
5.59710297697201,6.935967122017216,8.877312736123677,0.1762688619533829,18
3.096328741446175,6.3485016730091965,9.03145701457938,1.5535968744172617,22
4.931603782665379,11.197056874649611,10.261613567802016,1.6950952661094727,19
5.288846635534684,9.606690070459251,10.015863119301574,0.3636353056746775,26
5.278459707564921,10.248435466776272,8.812640153456837,0.8606930647444009,26
5.658221901286575,6.123506965774815,8.270219373822748,0.3309995493273112,18
5.187101228488482,11.819459112971966,8.685728817898873,1.4132082579884355,23
5.783430184943089,10.99465584480253,11.937525250474414,1.0706955361233137,19
3.997969799462674,7.274034664069656,9.874187799165888,1.270646693416642,26
4.509628250254629,7.090949803242603,11.46938201880845,0.3929739339124223,25
20.0,7.825453457757226,10.046078229851496,0.0829946510198127,24
3.72037986135456,9.148538589793429,10.826750833842176,0.6441350703914595,25
3.302421591417256,8.591670111852695,8.771008041650848,1.11948932266735,22
3.7806341038072606,7.747374841188251,10.753586819707634,1.7158698279946576,20
3.531129883585192,9.671117368334276,9.089538317053158,1.3338548949173614,23
3.0855600745159446,6.836963163912251,11.328248387016604,0.8707926467995029,16
5.727912439218148,7.752867891211309,8.33489653243564,1.906240228788276,23
3.0246693941666747,8.19817105976215,11.09255469154111,1.4384904011516635,23
5.208246433011256,8.736419905302215,8.399747626274479,1.8603304057251,18
3.4564436607585494,10.71105576835808,11.524756947577236,1.0551759465443311,17
5.7366888659988,7.198042692950159,9.216818072540017,0.5178085495862792,24
4.961703439107772,9.554487413172254,9.95000911448112,1.452169702967701,21
20.0,6.278702476319986,9.465212581049355,0.2426059960110682,24
3.016017425909065,9.64526911140863,10.581767332733984,0.6055502565439344,27
5.954614698340806,7.023144742123749,11.790091922204953,1.0649418157677948,19
5.633497810727443,6.390309557911677,8.165078989498488,1.1288331755594954,17
5.685318677190276,11.69331322352,11.675411423532417,1.201166393974272,18
4.977733611152615,11.793792198447356,10.436326620084056,0.3325106606994013,24
4.03436078596361,10.850384088698767,11.229257203076209,0.7594748096432975,20
5.680945947271443,7.827682615040224,9.535499813737111,1.2343884542339334,27
3.299192917031647,8.640914962437607,9.659391879239292,1.845207514187916,15
5.76586689039825,6.7322294090686725,10.13863826699634,1.524424116628354,19
4.674402474384645,11.455922412472692,10.5667460318992,1.333371303785026,20
20.0,7.552679889600101,10.867907604255509,1.246759131919814,21
4.858053917808897,9.975133706123891,10.330403747137998,1.204938340914533,19
3.6964017384004686,7.8702664565364655,8.573240145102442,0.9795717359764816,25
3.002829127582471,9.120408127066865,9.781621714311338,1.0573132079785512,16
5.271451740922318,9.280261676059675,9.42037906545276,0.6688850542362081,14
5.429739360918271,11.817507766587353,11.481316138216377,0.3951118113569565,24
4.380619854469846,10.650796940166687,11.103445754634608,1.6103487947207535,19
5.711301784197319,11.636993649385134,8.335958005556636,0.3715539093974156,24
4.2295430193550505,11.368964102565894,11.561236791098256,0.1699325797789328,17
4.574802252730403,9.587399872866513,9.887068604599294,0.8724920527143147,14
4.43138930218705,11.531245410138702,10.975448579543992,1.3166148790121237,19
5.325572307881718,7.175897174514871,10.682878102828193,0.5535082639026172,25
4.580306721808476,6.271363733463229,8.945304070437832,1.1163423677808817,21
3.774474502975435,8.332063738136892,8.067451480328417,1.865735380253266,16
3.1132419509023004,7.628094190643376,8.606442551721905,1.845290279207144,27
3.6898842462031034,8.140519960161535,8.958976691753033,0.655767988036517,16
3.444401766049149,7.685607058124285,8.400072360097289,1.4742648279132782,20
4.961489891483033,9.25617649894949,10.767640106478249,0.0734258869661332,23
5.256464676772998,10.813181884524235,10.470962002499991,0.6726467885406671,24
4.510730689015775,6.447303862078625,8.562831323302298,1.8410717702051091,28
5.682163815611659,11.921321619603104,11.780645828711588,0.024006054545365,21
5.809028260194683,10.633468615779943,11.732376292439415,1.1056297514366982,16
5.422112819377468,7.192294089205035,8.90201241008385,1.481327162133252,18
3.9111628607735662,10.892768570729004,8.112021277889834,0.1708060603254433,22
3.822408501575815,10.374043008245923,10.091949232766838,1.0360208627521958,21
3.607970765971293,10.627622080115676,8.172892605671116,1.2283724886380227,23
4.326462341359749,6.444267910404542,9.369999972032549,0.4732195654150146,15
3.170521712137165,8.150794371265636,8.307397847444937,0.9669961702136076,23
5.935483394015373,6.695214357150778,9.57177775749344,0.8582989839166437,14
4.670856274992525,9.739788760965348,9.879559632165758,0.2123207070949344,26
4.96738883969916,7.985388149115895,9.534888698877818,1.6749450392375491,17
4.49107094333162,6.381350101716142,8.476628182161859,0.4796399044131805,22
3.096190551283625,7.865893930293973,8.979756182774626,0.3899165429972611,25
4.83693386652119,7.951099932160482,8.400573150953404,1.0098229025002785,21
5.148521630869292,10.377637070028385,11.229994926626643,1.537494262725026,16
4.25024718187216,9.82534482813128,8.54095931193889,0.1238930371579758,23
5.2718867162135785,11.32327645545796,10.381493466195574,1.1536158392765117,25
3.663829773198552,6.71756547562981,8.903913538620735,0.0729221016512369,25
3.484250963062722,10.27946872333797,10.557873757968416,0.1054879043244347,22
4.115984279367486,10.564710291701385,9.828009237507764,1.668328216416883,23
5.541036106167251,9.367663185416976,9.600581869138235,0.2359449672561231,21
5.483736186447193,10.625803079727364,10.371408019568886,0.0903027288245839,23
4.148472623890512,8.962773578186344,9.965070513960002,0.8757997742858246,18
4.7673562079407095,9.136396976291964,9.213936834206244,1.6879869438840496,25
5.162448949424746,8.565246110151298,10.236245151061006,0.5248167529786039,26
3.723620323884069,6.152514760464571,10.67799430620278,0.8434252350518328,25
3.504423257684241,6.647348561959827,8.106772634347417,0.0798450651275024,22
5.916287979636933,6.188575114120406,9.863486915630702,0.8981570282697517,22
4.852671939628856,9.818462467582682,8.230733138334175,1.1552261612742674,16
4.013267961396688,9.051424146988216,10.242034936311892,0.6648533843487303,21
5.109095099922395,11.445398843556555,11.464755661062323,0.631066361326271,17
3.667810909623713,7.495753374893249,11.53122271675394,0.2132472378731957,23
3.783600513821739,8.462297538213779,8.279776040554525,0.7335966412925368,20
4.535706363808872,10.533306831258292,9.676420345146829,0.1989893377459293,23
3.9588543765242137,7.372788992949735,10.332025932018205,1.5331918894241032,21
20.0,6.9673277235240265,10.976941033748956,1.7301421987507877,24
20.0,11.57818591405544,11.613364054827178,1.2015842986792382,14
4.476349971257585,10.848722277386502,8.033944048333773,1.40173139448776,25
3.282729199213577,9.80042253906254,8.86673697595601,0.5704116053608281,21
5.262846999105648,9.236053451493904,10.387855862865772,0.5638367111945033,26
3.061532757961173,10.844640930984376,10.276186299574697,0.6360792233890398,22
3.748127363987676,11.376547799540958,8.14269766544213,1.8492835822572733,15
5.155593954366738,6.66031154716606,10.438081245239696,0.9712685968266808,23
3.218904998777063,7.36761097525165,8.76517269680843,1.8256016008157236,14
5.463378313455539,8.562646731757539,9.09331833249865,1.220726015636314,28
4.479105364620614,10.90808859553496,10.561389385190948,1.0928141484242642,15
20.0,11.164383499538062,9.873203790399833,0.4994883584587104,26
4.80221932335118,6.041712783187144,11.432054630273306,0.6865509781288965,28
